PID,PROLIFIC_PID,title,organisation,description,years,experience,division,ONET,ONET_13_text,ONET_14_text,ONET_15_text,TaskRank_1,TaskRank_2,TaskRank_3,TaskRank_4,TaskRank_5,TaskRank_6,TaskRank_7,TaskRank_8,TaskRank_9,TaskRank_10,TaskRank_11,TaskRank_12,TaskRank_13,TaskRank_14,TaskRank_15,NumberHours_1,NumberHours_2,NumberHours_3,NumberHours_4,NumberHours_5,NumberHours_6,NumberHours_7,NumberHours_8,NumberHours_9,NumberHours_10,NumberHours_11,NumberHours_12,NumberHours_13,NumberHours_14,NumberHours_15,TaskPhysical_1,TaskPhysical_2,TaskPhysical_3,TaskPhysical_4,TaskPhysical_5,TaskPhysical_6,TaskPhysical_7,TaskPhysical_8,TaskPhysical_9,TaskPhysical_10,TaskPhysical_11,TaskPhysical_12,TaskPhysical_13,TaskPhysical_14,TaskPhysical_15,TaskSocial_1,TaskSocial_2,TaskSocial_3,TaskSocial_4,TaskSocial_5,TaskSocial_6,TaskSocial_7,TaskSocial_8,TaskSocial_9,TaskSocial_10,TaskSocial_11,TaskSocial_12,TaskSocial_13,TaskSocial_14,TaskSocial_15,pilot1_1,pilot1_2,pilot1_3,pilot2,TaskOpen_1,RobotSelect_1,RobotTune_1_1,RobotTune_1_2,RobotTune_1_3,RobotTune_1_4,RobotTune_1_5,RobotTune_1_6,RobotTune_1_7,RobotTune_1_8,RobotTune_1_9,RobotTune_1_10,RobotTune_1_11,RobotTune_1_12,RobotTune_1_13,RobotTune_1_14,RobotTune_1_15,RobotTune_1_16,RobotTune_1_17,TaskOpen_2,RobotSelect_2,RobotTune_2_1,RobotTune_2_2,RobotTune_2_3,RobotTune_2_4,RobotTune_2_5,RobotTune_2_6,RobotTune_2_7,RobotTune_2_8,RobotTune_2_9,RobotTune_2_10,RobotTune_2_11,RobotTune_2_12,RobotTune_2_13,RobotTune_2_14,RobotTune_2_15,RobotTune_2_16,RobotTune_2_17,TaskOpen_3,RobotSelect_3,RobotTune_3_1,RobotTune_3_2,RobotTune_3_3,RobotTune_3_4,RobotTune_3_5,RobotTune_3_6,RobotTune_3_7,RobotTune_3_8,RobotTune_3_9,RobotTune_3_10,RobotTune_3_11,RobotTune_3_12,RobotTune_3_13,RobotTune_3_14,RobotTune_3_15,RobotTune_3_16,RobotTune_3_17,TaskOpen_4,RobotSelect_4,RobotTune_4_1,RobotTune_4_2,RobotTune_4_3,RobotTune_4_4,RobotTune_4_5,RobotTune_4_6,RobotTune_4_7,RobotTune_4_8,RobotTune_4_9,RobotTune_4_10,RobotTune_4_11,RobotTune_4_12,RobotTune_4_13,RobotTune_4_14,RobotTune_4_15,RobotTune_4_16,RobotTune_4_17,TaskOpen_5,RobotSelect_5,RobotTune_5_1,RobotTune_5_2,RobotTune_5_3,RobotTune_5_4,RobotTune_5_5,RobotTune_5_6,RobotTune_5_7,RobotTune_5_8,RobotTune_5_9,RobotTune_5_10,RobotTune_5_11,RobotTune_5_12,RobotTune_5_13,RobotTune_5_14,RobotTune_5_15,RobotTune_5_16,RobotTune_5_17,TaskOpen_6,RobotSelect_6,RobotTune_6_1,RobotTune_6_2,RobotTune_6_3,RobotTune_6_4,RobotTune_6_5,RobotTune_6_6,RobotTune_6_7,RobotTune_6_8,RobotTune_6_9,RobotTune_6_10,RobotTune_6_11,RobotTune_6_12,RobotTune_6_13,RobotTune_6_14,RobotTune_6_15,RobotTune_6_16,RobotTune_6_17,TaskOpen_7,RobotSelect_7,RobotTune_7_1,RobotTune_7_2,RobotTune_7_3,RobotTune_7_4,RobotTune_7_5,RobotTune_7_6,RobotTune_7_7,RobotTune_7_8,RobotTune_7_9,RobotTune_7_10,RobotTune_7_11,RobotTune_7_12,RobotTune_7_13,RobotTune_7_14,RobotTune_7_15,RobotTune_7_16,RobotTune_7_17,TaskOpen_8,RobotSelect_8,RobotTune_8_1,RobotTune_8_2,RobotTune_8_3,RobotTune_8_4,RobotTune_8_5,RobotTune_8_6,RobotTune_8_7,RobotTune_8_8,RobotTune_8_9,RobotTune_8_10,RobotTune_8_11,RobotTune_8_12,RobotTune_8_13,RobotTune_8_14,RobotTune_8_15,RobotTune_8_16,RobotTune_8_17,TaskOpen_9,RobotSelect_9,RobotTune_9_1,RobotTune_9_2,RobotTune_9_3,RobotTune_9_4,RobotTune_9_5,RobotTune_9_6,RobotTune_9_7,RobotTune_9_8,RobotTune_9_9,RobotTune_9_10,RobotTune_9_11,RobotTune_9_12,RobotTune_9_13,RobotTune_9_14,RobotTune_9_15,RobotTune_9_16,RobotTune_9_17,TaskOpen_10,RobotSelect_10,RobotTune_10_1,RobotTune_10_2,RobotTune_10_3,RobotTune_10_4,RobotTune_10_5,RobotTune_10_6,RobotTune_10_7,RobotTune_10_8,RobotTune_10_9,RobotTune_10_10,RobotTune_10_11,RobotTune_10_12,RobotTune_10_13,RobotTune_10_14,RobotTune_10_15,RobotTune_10_16,RobotTune_10_17,TaskOpen_11,RobotSelect_11,RobotTune_11_1,RobotTune_11_2,RobotTune_11_3,RobotTune_11_4,RobotTune_11_5,RobotTune_11_6,RobotTune_11_7,RobotTune_11_8,RobotTune_11_9,RobotTune_11_10,RobotTune_11_11,RobotTune_11_12,RobotTune_11_13,RobotTune_11_14,RobotTune_11_15,RobotTune_11_16,RobotTune_11_17,TaskOpen_12,RobotSelect_12,RobotTune_12_1,RobotTune_12_2,RobotTune_12_3,RobotTune_12_4,RobotTune_12_5,RobotTune_12_6,RobotTune_12_7,RobotTune_12_8,RobotTune_12_9,RobotTune_12_10,RobotTune_12_11,RobotTune_12_12,RobotTune_12_13,RobotTune_12_14,RobotTune_12_15,RobotTune_12_16,RobotTune_12_17,TaskOpen_13,RobotSelect_13,RobotTune_13_1,RobotTune_13_2,RobotTune_13_3,RobotTune_13_4,RobotTune_13_5,RobotTune_13_6,RobotTune_13_7,RobotTune_13_8,RobotTune_13_9,RobotTune_13_10,RobotTune_13_11,RobotTune_13_12,RobotTune_13_13,RobotTune_13_14,RobotTune_13_15,RobotTune_13_16,RobotTune_13_17,TaskOpen_14,RobotSelect_14,RobotTune_14_1,RobotTune_14_2,RobotTune_14_3,RobotTune_14_4,RobotTune_14_5,RobotTune_14_6,RobotTune_14_7,RobotTune_14_8,RobotTune_14_9,RobotTune_14_10,RobotTune_14_11,RobotTune_14_12,RobotTune_14_13,RobotTune_14_14,RobotTune_14_15,RobotTune_14_16,RobotTune_14_17,TaskOpen_15,RobotSelect_15,RobotTune_15_1,RobotTune_15_2,RobotTune_15_3,RobotTune_15_4,RobotTune_15_5,RobotTune_15_6,RobotTune_15_7,RobotTune_15_8,RobotTune_15_9,RobotTune_15_10,RobotTune_15_11,RobotTune_15_12,RobotTune_15_13,RobotTune_15_14,RobotTune_15_15,RobotTune_15_16,RobotTune_15_17,pilot3_1,pilot3_2,pilot3_3,pilot4,positive_before,positive_after,worried_before,worried_after,purpose,familiarisation_1,familiarisation_2,familiarisation_3,familiarisation_4,familiarisation_5,familiarisation_6
R_8K8VKkXo00up4J8,6696b147351fef555704d845,A Teacher,Education,"I am a class teacher in a Nursey School, I teach and also transfer knowledge to the next generation.",4,6,6,"4,5,6,7,9",,,,,,,4,5,1,2,,3,,,,,,,,,,20,20,24,15,,22,,,,,,,,,,50,70,90,90,,60,,,,,,,,,,80,68,55,77,,83,,,,,,,90,90,79,It is a nice and lovely expeirience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planning ahead is a key in making new ideas,"3,4,5,6,10",,,15,27,13,23,,,,22,,,,,,,,How to make my students learn faster and effectively,"6,8,12,15,17",,,,,,18,,26,,,,15,,,14,,27,It is a good time to think quietly and bring out results,"6,7,13,15,17",,,,,,25,20,,,,,,15,,18,,22,"Using physical tool to work makes the job stressful, so creating an AI to help do certain jobs would be welcomed ","2,4,11,16,17",,14,,23,,,,,,,26,,,,,17,20,,,,,,,,,,,,,,,,,,,,Communicating is the bedrock of effective teaching and learning  ,"2,3,5,16,17",,30,16,,23,,,,,,,,,,,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,31,60,,90,80,55,53,,1,1,1,2,3,1
R_2ctOW3NAVIuyL9N,6658e4e34f71ba900a44b907,Retail Assisstant,Apple Retail,I am a retail assistant that helps to sell and service Apple devices. ,3,8,6,"6,8,9,10,11",,,,,,,,,4,,3,2,1,5,,,,,,,,,,3,,20,20,10,5,,,,,,,,,,40,,40,20,20,40,,,,,,,,,,80,,60,100,100,80,,,,,100,100,80,Very clear. Can easily link questions to my work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planning and organising groups of teams and initiatives. This may be spending time building a performance tracker or arranging meetings to work on said projects.,"3,5,8,14,17",,,10,,15,,,30,,,,,,15,,,30,,,,,,,,,,,,,,,,,,,,All works systems are run on IT. From appointments to schedules,"3,5,6,7,10",,,30,,10,20,30,,,10,,,,,,,,Constantly keeping others informed. This could be daily changes or business wide ,"2,4,5,14,17",,15,,10,5,,,,,,,,,10,,,60,Working with customers means building rapport to provide the most relevant and best information,"1,2,5,15,17",10,15,,,10,,,,,,,,,,15,,50,Reading through and adapting training materials. Understanding technical requirements and then presenting this information in a way that can be understood by the target audience,"2,7,8,10,17",,20,,,,,5,15,,10,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,No improvements. Questionnaire was easy to follow and varied in questions,90,90,50,40,How different job roles require different levels of cognition and what is AI able to recreate,1,3,1,1,3,1
R_23tD5rfLpd0VrQR,669f909eb78432a16a7067c5,transport,transportation,transportation,20,20,6,"1,6,7,8,9",,,,2,,,,,1,5,4,3,,,,,,,5,,,,,5,5,20,3,,,,,,,19,,,,,19,60,53,33,,,,,,,53,,,,,41,65,56,68,,,,,,,50,52,35,the questions was easy to navigate,using computer based systems to comunicate and recieve information for me to do my job,"1,2,5,7,8",20,15,,,35,,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,making sure i have all the equipment and information availble to help me complete my job,"7,10,12,13,17",,,,,,,5,,,30,,40,20,,,,5,While at work i use my hands to drive and to use computer systems in my work,"5,8,10,11,13",,,,,10,,,10,,60,10,,10,,,,,using computers to help recieve and send information required to complete my job,"5,7,8,10,14",,,,,10,,10,10,,20,,,,50,,,,correctly comunting the correct information so the job runs smoothly ,"1,3,4,13,17",5,,5,10,,,,,,,,,20,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,54,57,,50,50,32,33,AI and communication,1,1,1,2,1,1
R_8c0Jr1cHTWLr1xS,668c5b3e8469778a032a9bab,support worker,goto healthcare,i care for people with learning disability,2,4,6,"2,5,7,9,12",,,,,1,,,2,,3,,5,,,4,,,,,6,,,4,,8,,8,,,16,,,,,23,,,31,,100,,44,,,97,,,,,22,,,15,,98,,98,,,71,,,,100,90,90,my job can be challenging sometimes,,,,,,,,,,,,,,,,,,,,checking moving and handling equipment to know if it is functioning well,"3,7,8,10,12",,,30,,,,20,20,,20,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,making food suitable for a service user to swallow,"3,8,10,14,17",,,20,,,,,20,,10,,,,20,,,30,,,,,,,,,,,,,,,,,,,,using to hoist or wheel chair to move patient,"2,3,5,7,14",,20,40,,10,,20,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,Giving handover details of the service user,"1,2,10,11,17",10,20,,,,,,,,10,30,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taking detailed carenote,"1,2,5,6,9",20,20,,,30,20,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,95,49,no thoughts,78,68,24,31,knowing the important skills required in my job role,1,1,1,1,1,1
R_8teSPDGC0E3AFAT,603f581f15614a0e86a13823,line manager,a popular chain on homeware stores,"My role is making sure that my subordinates do the tasks that they are assigned to do, as well as doing them myself. Making sure that standards dont drop by continually training staff on methods and standards. Making sure customer relations are kept to a good standard and maintaining old relationships whilst nurturing new ones. ",5,18,6,"6,7,9,10,11",,,,,,,,,2,3,,5,4,1,,,,,,,,,,10,10,,20,5,30,,,,,,,,,,29,100,,43,25,18,,,,,,,,,,21,50,,100,100,82,,,,,100,100,100,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rotas, cover, ordering stock, maintenance. ","2,5,10,12,17",,20,,,20,,,,,20,,20,,,,,20,using machinary at work to create orders that customers specifically ask for. Using different tools and products to create bespoke products to specific specififactions. ,"2,4,5,12,14",,30,,10,40,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,"creating orders involves detailed communication from one person to another, and then possible another after that one. ","3,12,13,14,15",,,30,,,,,,,,,10,40,10,10,,,"As a leader I need to maintain a good, strong relationship with my colleagues as well as showing strength in my role. I also need to keep a good, consistant presence with customers to keep them coming back and speding more with our business. ","1,10,12,13,17",10,,,,,,,,,50,,10,10,,,,20,delegating others to do what needs to be done in the most efficient way possible depending on whose skills are available at the time. Training people to perform to the best of their ability. ,"1,2,3,5,17",20,20,20,,20,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,72,73,40,40,delegation of headspace and physical power to your jobrole?,2,1,2,1,3,1
R_8e3HDpXXFF9GoCe,5dee651e58776a51569d31f3,horticultural advisor,a LARGE GARDEN CENTRE,"im involved in the sourcing and display of a wide range of garden and household plants as well as supervising junior staff, running educational resources and general customer service",10,32,6,"2,6,7,10,11",,,,,5,,,,3,4,,,2,1,,,,,,2,,,,10,8,,,4,8,,,,,,18,,,,18,74,,,12,16,,,,,,2,,,,40,20,,,87,87,,,,,98,98,90,no feedback,,,,,,,,,,,,,,,,,,,,i mean judging the quality of plants that come in on deliveries i need to remember what the previous acceptible quality is and identify any potential problems,"3,7,14,15,16",,,30,,,,10,,,,,,,30,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,although lots of tasks are repetitive from day to day the actual workload will depend on a number of factors such as number of staff available and the weather,"1,5,7,11,14",10,,,,10,,50,,,,10,,,20,,,,using lifting equipment safely to move large stands and displays,"3,10,12,14,16",,,30,,,,,,,30,,10,,10,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relationships with customers are the key to sales,"9,10,11,15,17",,,,,,,,,5,20,40,,,,5,,30,"new staff have to be brought up to speed on company procedures and policies while working on the job. There is no seperate time for training, all training is done on the job","2,5,10,16,17",,40,,,20,,,,,10,,,,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,99,90,no improvements,20,50,81,50,i dont know,2,1,3,1,1,1
R_8t5u3OkQffmit9n,595572800f4082000101fc2c,Customer Assistant,Marks & Spencer,"My job involves serving customers, filling shelves, ensuring standards are kept good and restocking shelves. Marks and Spencer is a retail company with a long history of great customer service and innovation. Over time the company has moved from being a predominantly clothing seller to its current position of selling more foods. It has a small international part to it and sits at probably 5th in the league table of food retailers in the country. However the share price has trebled in the last 3 years as investors feel the current company leadership is making all the right decisions",3,7,6,"7,8,9,13,14",Filling shelves,Serving customers,,,,,,,,3,4,5,,,,2,1,,,,,,,,8,7,3,,,,15,6,,,,,,,,100,20,0,,,,100,66,,,,,,,,0,69,100,,,,21,100,,100,100,75,Its all good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moving products around in order to rotate stock on the shelves to minimise the chance of food going out of date before it is sold. Moving trays around and balancing them while you rotate stock (as described above) in order to fill the product with the longest shelf life at the back of the shelf with the other products in front. Stacking empty trays. Stacking full trays. Moving stacks of trays without them falling over or hitting anyone.,"3,5,10,12,16",,,25,,27,,,,,18,,12,,,,18,,"Multiple applications on a hand held device including :-
Checking a customers offers,
Checking the level of stock of a product
Connecting to Teams for internal communication
Connecting to a headset in order to talk to others remotely
Checking whether stock needs to be replenished

Also, running items through a till
Printing product information tickets","3,5,8,11,17",,,30,,22,,,28,,,12,,,,,,8,"Keeping other people informed of completion of tasks, need for support","10,11,13,15,17",,,,,,,,,,10,19,,12,,9,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moving stock around so that the product is rotated correctly, the shelf is full but not over-full and the products are presented in such a way as to make them attractive for customers to buy.","3,5,10,12,16",,,24,,14,,,,,32,,8,,,,22,,"Welcoming customers to the store
Saying hello to customers
Smiling at customers
Offering customers help
Showing customers where products are
Answering customer queries
Helping a customer complete their shopping through a till
Directing a customer to a self-serve till
talking pleasantly to customers","1,3,5,10,11",16,,26,,22,,,,,10,26,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,100,Actually I think it was very well put together. Thank you. I don't believe my job could be done by a robot due to its unpredictability and the constant need to anticipate what others will do or say.,100,70,0,39,Whether it would be possible to replace me with a robot in my job.,1,1,1,1,1,1
R_7a9L1btGFBe2E0M,6629515d8dd4df4d04ab8885,Administrative assistant,National fast food chain,I am a shift leader in a franchise resteraunt I work in human resources. I run the shift.,7,25,6,"2,5,6,8,11",,,,,1,,,2,3,,4,,,5,,,,,,15,,,15,5,,5,,,3,,,,,,13,,,13,34,,35,,,63,,,,,,35,,,69,33,,34,,,83,,,,,90,87,87,This has been clear.,,,,,,,,,,,,,,,,,,,,Inspecting a sandwich h to make sure it meets the standards of the company.,"3,7,8,13,17",,,20,,,,20,40,,,,,10,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A problem is when the computer system is offline during closing and needing to take orders manually.,"2,8,13,14,17",,20,,,,,,10,,,,,30,20,,,20,This is the scheduling of shifts for the crew,"1,4,5,13,14",10,,,20,30,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,This is part of inventory of food production and ordering new product.,"5,7,8,11,17",,,,,30,,15,20,,,20,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teaching new hires how to operate the registers.,"5,7,8,13,17",,,,,20,,20,20,,,,,20,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,87,83,I can not think of any.,72,61,84,84,Personality traits on the job.,2,1,1,3,1,1
R_2rR5TbmtUH29PZ7,669f909eb78432a16a7067c5,transport,transport ,movement of people,20,20,6,"1,7,8,9,10",,,,1,,,,,,2,3,4,5,,,,,,2,,,,,,35,2,2,2,,,,,,68,,,,,,69,48,59,62,,,,,,53,,,,,,38,72,69,100,,,,,,69,67,52,questions are easy to understand,Using computer based to get information to complete my job,"2,5,8,12,14",,5,,,10,,,20,,,,60,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hands are required to do multiple tasks to complete the job,"7,10,14,16,17",,,,,,,20,,,30,,,,20,,10,20,Computers are used to communicate information required to complete the job,"7,13,14,16,17",,,,,,,5,,,,,,25,5,,5,60,sending and receiving information correctly is essential in the job,"4,8,12,15,17",,,,30,,,,20,,,,20,,,10,,20,Engaging with the customers to keep them happy and increase business,"2,7,8,10,11",,10,,,,,34,10,,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,64,56,,59,58,68,68,AI,1,1,2,1,1,1
R_7LAOc1zfL5pqPO8,5db5148b5ddc9a000a09b819,Sales,Telus,Customer service,12,15,6,"3,5,6,8,10",,,,,,2,,1,3,,4,,5,,,,,,,,12,,14,5,,5,,4,,,,,,,,34,,65,72,,79,,57,,,,,,,,35,,75,65,,65,,72,,,,,,100,100,100,all good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Data Collection: Gathering relevant data from various sources, such as sales reports, customer feedback, financial statements, or market research. This can involve pulling data from databases, spreadsheets, or other data management systems.

Data Cleaning: Preparing the data for analysis by removing errors, inconsistencies, and duplicates. This includes standardizing formats, correcting inaccuracies, and ensuring that the data is complete and reliable.

Data Organization: Structuring the data in a way that makes it easier to analyze. This might involve sorting, categorizing, or summarizing the data to identify trends or patterns.

Statistical Analysis: Applying statistical techniques to interpret the data. This includes calculating averages, percentages, and standard deviations, as well as conducting more complex analyses like regression or correlation studies.","5,7,12,15,16",,,,,25,,35,,,,,15,,,15,10,,,,,,,,,,,,,,,,,,,,,"Identifying the Problem: Recognizing and clearly defining the issue at hand. This involves gathering information, understanding the context, and pinpointing the root cause of the problem.

Gathering and Analyzing Information: Collecting relevant data and insights from various sources. This includes conducting research, reviewing reports, and consulting with colleagues or experts to understand the problem fully.

Evaluating Options: Weighing different possible solutions by considering their pros and cons. This involves brainstorming potential solutions, assessing their feasibility, and predicting possible outcomes.

Making a Decision: Choosing the best course of action based on the evaluation of options. This includes considering the impact on stakeholders, the resources available, and the alignment with organizational goals.

Implementing the Solution: Putting the chosen solution into action. This involves coordinating with team members, allocating resources, and ensuring everyone understands their roles and responsibilities.

Monitoring and Adjusting: Keeping track of the implementation process to ensure the solution is effective. This includes setting up checkpoints, gathering feedback, and making necessary adjustments to improve the outcome.

Communicating Decisions: Informing relevant stakeholders about the decision and the rationale behind it. This involves clear and transparent communication to ensure everyone is on the same page and can provide support if needed.","3,5,13,15,17",,,20,,35,,,,,,,,15,,15,,15,"

1. **Setting Objectives and Goals**: Clearly defining what needs to be achieved within a specific time frame. This involves understanding the project scope and breaking down the overall objectives into manageable tasks.

2. **Prioritizing Tasks**: Determining the importance and urgency of each task to decide the order in which they should be tackled. This helps in focusing on the most critical tasks first.

3. **Creating a Timeline**: Developing a schedule that outlines deadlines for each task or milestone. This ensures that the work progresses in a structured and timely manner.

4. **Resource Allocation**: Identifying and assigning the necessary resources, such as team members, tools, and budget, to each task. This includes coordinating with other departments or external partners if needed.

5. **Developing Work Plans**: Creating detailed plans that outline the steps required to complete each task. This can include creating to-do lists, Gantt charts, or other project management tools to visualize the workflow.

6. **Monitoring Progress**: Regularly checking the status of tasks and comparing them to the timeline and objectives. This helps in identifying any delays or issues early on and making necessary adjustments.

7. **Communication**: Keeping all stakeholders informed about the progress, changes, and any issues that arise. This involves regular meetings, status reports, and updates to ensure everyone is on the same page.

8. **Problem-Solving**: Addressing any obstacles or challenges that arise during the project. This includes brainstorming solutions, making decisions, and adjusting plans as needed to stay on track.

9. **Documentation**: Keeping detailed records of plans, decisions, and progress. This helps in tracking the project’s development and provides a reference for future projects.

10. **Review and Feedback**: After completing the tasks or project, reviewing what went well and what could be improved. Gathering feedback from team members and stakeholders to learn and improve planning for future projects.

These activities are essential for ensuring that work is organized, efficient, and aligned with the overall goals of the project or organization.","3,6,7,10,17",,,10,,,15,15,,,25,,,,,,,35,,,,,,,,,,,,,,,,,,,,"Data Entry and Management: Inputting, updating, and managing data in various software applications such as CRM systems, spreadsheets, and databases. This ensures accurate records and efficient retrieval of information when needed.

Communication Tools: Utilizing email, instant messaging, video conferencing, and other communication platforms to stay connected with colleagues, clients, and partners. Tools like Microsoft Teams, Slack, and Zoom are essential for coordinating and collaborating remotely.

Document Creation and Editing: Using word processors, spreadsheets, and presentation software like Microsoft Office or Google Workspace to create, edit, and share documents, reports, and presentations. This includes formatting, proofreading, and ensuring consistency across documents.

Project Management Software: Leveraging tools such as Trello, Asana, or Monday.com to plan, organize, and track the progress of projects. This helps in assigning tasks, setting deadlines, and monitoring the overall workflow.

Research and Information Gathering: Using the internet and specialized databases to conduct research, gather information, and stay updated on industry trends, competitors, and market conditions. This may involve searching for articles, reports, and relevant data.

Technical Troubleshooting: Identifying and resolving technical issues with hardware, software, and network connections. This might include basic troubleshooting steps, coordinating with IT support, or performing regular maintenance tasks.

Software Proficiency: Becoming proficient in industry-specific software or tools that are crucial for job performance. This could include learning new features, attending training sessions, or keeping up with software updates and best practices.

Digital Marketing and Social Media: Using digital marketing tools and social media platforms to promote products or services, engage with audiences, and analyze the effectiveness of marketing campaigns. This includes creating content, scheduling posts, and monitoring analytics.

Cybersecurity Awareness: Following best practices for cybersecurity, such as using strong passwords, recognizing phishing attempts, and ensuring data protection. This helps in safeguarding sensitive information and maintaining the integrity of the company's digital assets.","3,5,6,7,15",,,30,,15,25,15,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,"

1. **Networking**: Attending industry events, conferences, and trade shows to meet new contacts and establish connections with potential clients, partners, and colleagues. This also includes participating in online forums and professional social networks like LinkedIn to engage with others in the industry.

2. **Client Engagement**: Regularly communicating with current and prospective clients to understand their needs, provide solutions, and build trust. This involves follow-up calls, emails, and face-to-face meetings to ensure clients feel valued and heard.

3. **Collaborating with Colleagues**: Working closely with team members on projects, sharing knowledge, and offering support. This can include brainstorming sessions, team meetings, and informal catch-ups to foster a collaborative and supportive work environment.

4. **Customer Service**: Providing exceptional customer service by being responsive, helpful, and attentive to client inquiries and issues. This helps in building a positive reputation and long-term relationships with clients.

5. **Building Partnerships**: Identifying and establishing partnerships with other businesses or organizations that can provide mutual benefits. This involves reaching out, negotiating terms, and maintaining ongoing communication to ensure the partnership thrives.

6. **Community Involvement**: Participating in community events, volunteering, or engaging in corporate social responsibility initiatives to build relationships outside the immediate work environment and enhance the company's reputation.

These activities are crucial for creating and maintaining strong, positive relationships with clients, colleagues, and partners, which ultimately contribute to the success and growth of the business.","3,4,8,10,11",,,5,15,,,,25,,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,52,51,too long,50,36,64,71,"designed to assess or improve job performance by understanding how different cognitive and analytical skills are applied in various work tasks. It seems to focus on evaluating specific activities related to cognitive functions and problem-solving processes within a job context. This could be used for purposes such as personal development, job training, or optimizing workflows and decision-making strategies.",1,1,1,1,1,1
